nation,lsoa,overall_local_score,income_score,employment_score,GB_IMD_E_score,original_decile,E_expanded_decile,GB_IMD_E_rank,GB_IMD_E_pop_decile,GB_IMD_E_pop_quintile
S,S01010568,16.199061742955156,8.0,6.0,16.35463881411217,6,6.0,22346.0,6,3
E,E01031107,16.354,6.9,6.4,16.354,6,6.0,22347.0,6,3
E,E01015363,16.353,9.6,9.8,16.353,6,6.0,22348.5,6,3
E,E01005625,16.353,7.3,7.199999999999999,16.353,6,6.0,22348.5,6,3
E,E01027763,16.352,4.0,3.1,16.352,6,6.0,22350.0,6,3
E,E01005523,16.35,8.7,8.7,16.35,6,6.0,22351.0,6,3
E,E01000705,16.348,10.299999999999999,8.5,16.348,6,6.0,22352.0,6,3
E,E01024525,16.346,11.0,10.5,16.346,6,6.0,22353.0,6,3
E,E01018679,16.343,11.899999999999999,10.8,16.343,6,6.0,22354.5,6,3
E,E01016471,16.343,7.6,5.6000000000000005,16.343,6,6.0,22354.5,6,3
E,E01026520,16.34,8.200000000000001,11.600000000000001,16.34,6,6.0,22356.0,6,3
E,E01024346,16.339,6.1,5.1,16.339,6,6.0,22358.0,6,3
E,E01014363,16.339,7.5,10.4,16.339,6,6.0,22358.0,6,3
E,E01021930,16.339,9.8,9.6,16.339,6,6.0,22358.0,6,3
E,E01002117,16.338,12.0,8.6,16.338,6,6.0,22360.0,6,3
E,E01016433,16.337,9.8,7.199999999999999,16.337,6,6.0,22361.5,6,3
E,E01003233,16.337,10.0,7.000000000000001,16.337,6,6.0,22361.5,6,3
W,W01000902,11.7,9.0,9.0,16.335389952012292,8,6.0,22363.0,6,3
E,E01019039,16.335,6.800000000000001,5.8999999999999995,16.335,6,6.0,22364.0,6,3
S,S01007510,17.996499628276137,12.0,9.0,16.334772902186174,5,6.0,22365.0,6,3
S,S01011884,14.736911871678313,6.0,3.0,16.334292684740635,6,6.0,22366.0,6,3
E,E01029778,16.334,6.2,6.2,16.334,6,6.0,22367.0,6,3
E,E01001073,16.333,8.0,7.1,16.333,6,6.0,22368.0,6,3
S,S01009037,17.084905807429603,9.0,8.0,16.3323078359271,5,6.0,22369.0,6,3
E,E01001641,16.332,9.6,6.4,16.332,6,6.0,22370.0,6,3
W,W01000878,12.1,11.0,8.0,16.33167925379644,7,6.0,22371.0,6,3
E,E01027034,16.33,11.200000000000001,7.5,16.33,6,6.0,22372.0,6,3
E,E01031996,16.329,9.700000000000001,8.7,16.329,6,6.0,22373.0,6,3
S,S01008572,18.1751445241161,13.0,9.0,16.32884935430457,5,6.0,22374.0,6,3
E,E01018126,16.328,6.7,5.5,16.328,6,6.0,22375.0,6,3
E,E01021509,16.325,8.4,9.0,16.325,6,6.0,22376.5,6,3
E,E01018735,16.325,8.3,7.7,16.325,6,6.0,22376.5,6,3
E,E01004647,16.324,10.8,8.0,16.324,6,6.0,22378.0,6,3
E,E01026899,16.323,6.4,5.4,16.323,6,6.0,22379.0,6,3
E,E01017809,16.322,9.6,10.0,16.322,6,6.0,22381.0,6,3
E,E01003958,16.322,9.8,7.3,16.322,6,6.0,22381.0,6,3
E,E01026260,16.322,12.9,8.799999999999999,16.322,6,6.0,22381.0,6,3
E,E01024189,16.321,8.9,7.1,16.321,6,6.0,22383.0,6,3
S,S01011820,19.06511483226673,12.0,12.0,16.32023881557864,5,6.0,22384.0,6,3
E,E01027873,16.32,8.9,8.0,16.32,6,6.0,22385.0,6,3
E,E01013441,16.318,6.5,6.1,16.318,6,6.0,22386.0,6,3
E,E01013081,16.317,7.199999999999999,6.9,16.317,6,6.0,22389.5,6,3
E,E01003751,16.317,11.200000000000001,8.4,16.317,6,6.0,22389.5,6,3
E,E01002910,16.317,10.100000000000001,6.5,16.317,6,6.0,22389.5,6,3
E,E01033261,16.317,2.1999999999999997,1.4000000000000001,16.317,6,6.0,22389.5,6,3
E,E01012793,16.317,7.3999999999999995,4.8,16.317,6,6.0,22389.5,6,3
E,E01025315,16.317,2.9000000000000004,2.4,16.317,6,6.0,22389.5,6,3
E,E01030502,16.316,9.9,7.199999999999999,16.316,6,6.0,22393.5,6,3
E,E01021018,16.316,8.4,7.5,16.316,6,6.0,22393.5,6,3
W,W01000905,12.0,13.0,9.0,16.314893263653623,7,6.0,22395.5,6,3
W,W01001000,12.0,13.0,9.0,16.314893263653623,7,6.0,22395.5,6,3
S,S01011882,18.155474987404144,11.0,10.0,16.311891999185953,5,6.0,22397.0,6,3
S,S01007651,14.902657115681414,7.0,3.0,16.31173875690423,6,6.0,22398.0,6,3
E,E01029919,16.311,8.9,7.3,16.311,6,6.0,22399.5,6,3
E,E01003706,16.311,15.2,8.3,16.311,6,6.0,22399.5,6,3
E,E01014870,16.31,5.4,4.5,16.31,6,6.0,22402.0,6,3
E,E01023162,16.31,4.3999999999999995,3.5999999999999996,16.31,6,6.0,22402.0,6,3
E,E01001163,16.31,9.0,6.800000000000001,16.31,6,6.0,22402.0,6,3
E,E01032572,16.309,10.2,5.5,16.309,6,6.0,22404.0,6,3
E,E01017929,16.308,11.799999999999999,8.1,16.308,6,6.0,22405.0,6,3
E,E01011518,16.307,8.9,8.7,16.307,6,6.0,22406.0,6,3
S,S01007280,15.075398208381332,6.0,4.0,16.306604796422512,6,6.0,22407.0,6,3
E,E01032686,16.306,2.3,1.3,16.306,6,6.0,22408.0,6,3
E,E01025756,16.304,9.9,7.3,16.304,6,6.0,22409.0,6,3
E,E01007516,16.303,9.0,7.3999999999999995,16.303,6,6.0,22410.0,6,3
E,E01019883,16.302,10.6,7.7,16.302,6,6.0,22411.5,6,3
E,E01023564,16.302,10.6,7.3999999999999995,16.302,6,6.0,22411.5,6,3
E,E01000339,16.3,10.9,9.9,16.3,6,6.0,22413.0,6,3
E,E01018917,16.299,8.7,8.200000000000001,16.299,6,6.0,22414.5,6,3
E,E01030482,16.299,9.4,6.9,16.299,6,6.0,22414.5,6,3
E,E01018472,16.297,8.5,6.9,16.297,6,6.0,22417.0,6,3
E,E01007830,16.297,10.9,10.2,16.297,6,6.0,22417.0,6,3
E,E01016167,16.297,10.100000000000001,8.4,16.297,6,6.0,22417.0,6,3
E,E01019100,16.295,8.7,8.9,16.295,6,6.0,22419.5,6,3
E,E01005172,16.295,6.800000000000001,6.3,16.295,6,6.0,22419.5,6,3
E,E01005801,16.294,9.8,7.7,16.294,6,6.0,22421.5,6,3
E,E01020329,16.294,10.0,7.199999999999999,16.294,6,6.0,22421.5,6,3
E,E01001095,16.293,11.799999999999999,7.5,16.293,6,6.0,22423.0,6,3
S,S01012379,15.058297419497858,4.0,5.0,16.292959100636722,6,6.0,22424.0,6,3
S,S01006564,17.596838035094905,10.0,9.0,16.291993782664818,5,6.0,22425.0,6,3
E,E01024961,16.291,8.7,6.9,16.291,6,6.0,22426.0,6,3
S,S01008733,16.32636028493187,7.0,7.0,16.29091979302573,6,6.0,22427.0,6,3
E,E01024592,16.29,8.6,7.7,16.29,6,6.0,22428.0,6,3
S,S01013235,17.601256268380297,12.0,8.0,16.289288981471202,5,6.0,22429.0,6,3
E,E01020778,16.289,7.199999999999999,12.4,16.289,6,6.0,22430.5,6,3
E,E01011062,16.289,7.7,5.6000000000000005,16.289,6,6.0,22430.5,6,3
E,E01009848,16.287,10.0,10.0,16.287,6,6.0,22432.0,6,3
W,W01000451,12.7,10.0,5.0,16.286153774292902,7,6.0,22433.0,6,3
E,E01024491,16.284,11.3,7.1,16.284,6,6.0,22434.0,6,3
E,E01030896,16.283,13.5,10.9,16.283,6,6.0,22435.0,6,3
E,E01022267,16.28,5.800000000000001,6.3,16.28,6,6.0,22436.5,6,3
E,E01003741,16.28,11.1,6.7,16.28,6,6.0,22436.5,6,3
E,E01019971,16.279,8.5,6.2,16.279,6,6.0,22438.0,6,3
E,E01001236,16.278,12.1,5.4,16.278,6,6.0,22439.5,6,3
E,E01020830,16.278,10.299999999999999,11.200000000000001,16.278,6,6.0,22439.5,6,3
E,E01018834,16.277,11.4,8.9,16.277,6,6.0,22442.5,6,3
E,E01015349,16.277,8.799999999999999,8.200000000000001,16.277,6,6.0,22442.5,6,3
E,E01010233,16.277,11.899999999999999,7.9,16.277,6,6.0,22442.5,6,3
E,E01026492,16.277,9.8,7.3,16.277,6,6.0,22442.5,6,3
W,W01000230,12.2,13.0,8.0,16.27458918329467,7,6.0,22445.0,6,3
E,E01023934,16.274,8.4,4.7,16.274,6,6.0,22446.0,6,3
S,S01011048,16.496430700839717,8.0,7.0,16.273941926702875,6,6.0,22447.0,6,3
S,S01006642,16.496135461309496,8.0,7.0,16.273561300494716,6,6.0,22448.0,6,3
S,S01006809,17.40525693909204,11.0,8.0,16.27283899355545,5,6.0,22449.0,6,3
E,E01030135,16.272,3.8,3.6999999999999997,16.272,6,6.0,22450.0,6,3
E,E01001565,16.271,11.899999999999999,6.800000000000001,16.271,6,6.0,22452.5,6,3
E,E01024466,16.271,10.0,7.8,16.271,6,6.0,22452.5,6,3
E,E01029270,16.271,5.5,4.0,16.271,6,6.0,22452.5,6,3
E,E01000174,16.271,12.8,6.9,16.271,6,6.0,22452.5,6,3
E,E01028458,16.27,8.200000000000001,7.9,16.27,6,6.0,22455.0,6,3
S,S01011855,18.12292318501376,11.0,10.0,16.269925840035917,5,6.0,22456.0,6,3
E,E01023046,16.268,8.4,6.6000000000000005,16.268,6,6.0,22457.0,6,3
S,S01007279,14.861678640589169,5.0,4.0,16.26730967261188,6,6.0,22458.0,6,3
S,S01007311,16.314106491846662,9.0,6.0,16.26672122311137,6,6.0,22459.0,6,3
E,E01028283,16.266,6.6000000000000005,7.7,16.266,6,6.0,22460.5,6,3
E,E01020794,16.266,9.5,10.6,16.266,6,6.0,22460.5,6,3
E,E01003279,16.265,9.3,6.0,16.265,6,6.0,22462.0,6,3
E,E01031796,16.263,9.0,8.5,16.263,6,6.0,22463.0,6,3
E,E01029879,16.261,6.9,5.2,16.261,6,6.0,22464.5,6,3
E,E01022262,16.261,10.5,8.3,16.261,6,6.0,22464.5,6,3
E,E01009548,16.26,7.5,5.8999999999999995,16.26,6,6.0,22466.0,6,3
E,E01007400,16.258,8.200000000000001,8.6,16.258,6,6.0,22467.0,6,3
E,E01000159,16.257,11.200000000000001,7.7,16.257,6,6.0,22468.0,6,3
E,E01030957,16.256,9.1,7.199999999999999,16.256,6,6.0,22469.0,6,3
E,E01024692,16.254,12.2,8.9,16.254,6,6.0,22470.0,6,3
E,E01014089,16.253,10.6,7.6,16.253,6,6.0,22471.5,6,3
E,E01029271,16.253,7.1,6.6000000000000005,16.253,6,6.0,22471.5,6,3
E,E01011941,16.252,10.4,9.700000000000001,16.252,6,6.0,22473.0,6,3
E,E01006988,16.251,12.8,10.2,16.251,6,6.0,22474.0,6,3
E,E01026316,16.25,6.5,6.1,16.25,6,6.0,22475.0,6,3
E,E01015004,16.248,8.3,9.8,16.248,6,6.0,22476.5,6,3
E,E01024447,16.248,11.600000000000001,10.0,16.248,6,6.0,22476.5,6,3
S,S01009708,17.75190305755434,13.0,8.0,16.247269951497685,5,6.0,22478.0,6,3
S,S01011059,14.302863302712508,4.0,3.0,16.24718147935942,6,6.0,22479.0,6,3
E,E01033262,16.247,2.0,1.7999999999999998,16.247,6,6.0,22480.0,6,3
E,E01016124,16.246,7.6,7.5,16.246,6,6.0,22481.5,6,3
E,E01017177,16.246,7.6,6.1,16.246,6,6.0,22481.5,6,3
E,E01011651,16.245,10.9,7.5,16.245,6,6.0,22483.0,6,3
S,S01008164,15.753730576506868,8.0,5.0,16.24458111539106,6,6.0,22484.0,6,3
S,S01010815,15.930376625686105,7.0,6.0,16.244481469848957,6,6.0,22485.0,6,3
S,S01007641,16.840026624216197,10.0,7.0,16.244440537954283,5,6.0,22486.0,6,3
E,E01020586,16.244,7.8,9.9,16.244,6,6.0,22489.0,6,3
E,E01027926,16.244,9.3,9.8,16.244,6,6.0,22489.0,6,3
E,E01009525,16.244,8.3,7.3999999999999995,16.244,6,6.0,22489.0,6,3
E,E01023236,16.244,3.0,2.0,16.244,6,6.0,22489.0,6,3
E,E01018422,16.244,9.4,8.3,16.244,6,6.0,22489.0,6,3
S,S01010695,15.563454765031388,5.0,6.0,16.243910791177047,6,6.0,22492.0,6,3
S,S01007897,15.929380926404775,7.0,6.0,16.24319780284936,6,6.0,22493.0,6,3
E,E01002828,16.243,7.3999999999999995,7.000000000000001,16.243,6,6.0,22494.5,6,3
E,E01007649,16.243,9.700000000000001,7.3999999999999995,16.243,6,6.0,22494.5,6,3
S,S01012413,15.207294642832984,7.0,4.0,16.240412592842116,6,6.0,22496.0,6,3
E,E01002371,16.24,10.6,6.9,16.24,6,6.0,22497.0,6,3
E,E01024700,16.239,11.0,8.6,16.239,6,6.0,22498.0,6,3
E,E01023518,16.238,11.3,9.4,16.238,6,6.0,22499.0,6,3
E,E01028542,16.237,8.1,5.6000000000000005,16.237,6,6.0,22500.0,6,3
E,E01007570,16.236,8.5,8.1,16.236,6,6.0,22501.0,6,3
E,E01016325,16.233,12.0,8.0,16.233,6,6.0,22503.5,6,3
E,E01025456,16.233,6.1,8.7,16.233,6,6.0,22503.5,6,3
E,E01008195,16.233,11.4,11.700000000000001,16.233,6,6.0,22503.5,6,3
E,E01004697,16.233,8.0,5.0,16.233,6,6.0,22503.5,6,3
E,E01024084,16.232,10.9,8.6,16.232,6,6.0,22506.5,6,3
E,E01000376,16.232,8.3,5.800000000000001,16.232,6,6.0,22506.5,6,3
W,W01000623,12.4,7.0,5.0,16.231263701078255,7,6.0,22508.0,6,3
E,E01020867,16.229,9.5,7.7,16.229,6,6.0,22509.0,6,3
E,E01020246,16.227,6.800000000000001,4.6,16.227,6,6.0,22510.0,6,3
E,E01019815,16.225,11.899999999999999,9.6,16.225,6,6.0,22511.5,6,3
E,E01018380,16.225,10.6,10.8,16.225,6,6.0,22511.5,6,3
E,E01028857,16.224,8.4,5.6000000000000005,16.224,6,6.0,22513.0,6,3
E,E01031488,16.223,10.2,9.3,16.223,6,6.0,22514.0,6,3
E,E01018135,16.222,10.4,6.7,16.222,6,6.0,22515.0,6,3
S,S01010269,16.46018538595639,10.0,6.0,16.218813210126992,6,6.0,22516.0,6,3
E,E01003790,16.218,10.8,8.7,16.218,6,6.0,22517.0,6,3
E,E01010200,16.217,13.100000000000001,8.799999999999999,16.217,6,6.0,22518.5,6,3
E,E01027269,16.217,10.9,8.799999999999999,16.217,6,6.0,22518.5,6,3
E,E01003650,16.216,13.4,8.4,16.216,6,6.0,22520.0,6,3
W,W01000547,12.3,12.0,7.0,16.21598841186417,7,6.0,22521.0,6,3
E,E01021906,16.215,11.1,8.200000000000001,16.215,6,6.0,22522.5,6,3
E,E01013518,16.215,8.6,8.0,16.215,6,6.0,22522.5,6,3
E,E01018752,16.211,9.1,8.3,16.211,6,6.0,22524.0,6,3
E,E01026100,16.209,12.5,8.1,16.209,6,6.0,22525.5,6,3
E,E01029667,16.209,5.800000000000001,5.0,16.209,6,6.0,22525.5,6,3
E,E01018935,16.208,9.8,8.4,16.208,6,6.0,22527.0,6,3
E,E01001207,16.207,9.5,6.6000000000000005,16.207,6,6.0,22528.0,6,3
E,E01023904,16.206,12.4,7.9,16.206,6,6.0,22529.0,6,3
S,S01007638,17.896158893707202,12.0,9.0,16.20541246967767,5,6.0,22530.0,6,3
E,E01005176,16.205,6.6000000000000005,4.7,16.205,6,6.0,22531.5,6,3
E,E01017858,16.205,11.1,6.2,16.205,6,6.0,22531.5,6,3
E,E01008033,16.204,8.9,10.0,16.204,6,6.0,22533.0,6,3
E,E01005623,16.202,7.6,7.199999999999999,16.202,6,6.0,22534.5,6,3
E,E01011402,16.202,6.800000000000001,8.9,16.202,6,6.0,22534.5,6,3
E,E01029494,16.201,10.8,7.8,16.201,6,6.0,22536.0,6,3
E,E01017378,16.2,10.9,8.1,16.2,6,6.0,22537.0,6,3
E,E01026947,16.199,6.0,5.0,16.199,6,6.0,22538.0,6,3
S,S01011785,17.170490434865386,12.0,7.0,16.19800907798935,5,6.0,22539.0,6,3
E,E01009208,16.197,8.3,6.2,16.197,6,6.0,22540.0,6,3
S,S01009365,16.802636964327128,10.0,7.0,16.196237357108792,6,6.0,22541.0,6,3
E,E01028295,16.193,8.3,9.4,16.193,6,6.0,22542.0,6,3
E,E01016507,16.192,10.2,6.2,16.192,6,6.0,22543.5,6,3
E,E01023943,16.192,10.6,9.4,16.192,6,6.0,22543.5,6,3
E,E01013507,16.19,7.5,8.6,16.19,6,6.0,22545.5,6,3
E,E01005693,16.19,8.0,8.1,16.19,6,6.0,22545.5,6,3
E,E01002295,16.189,12.4,7.199999999999999,16.189,6,6.0,22547.0,6,3
E,E01011071,16.188,6.6000000000000005,6.6000000000000005,16.188,6,6.0,22548.5,6,3
E,E01025899,16.188,7.7,9.1,16.188,6,6.0,22548.5,6,3
S,S01007074,17.155290271504825,10.0,8.0,16.186813690552775,5,6.0,22550.0,6,3
E,E01002680,16.185,7.5,5.4,16.185,6,6.0,22551.0,6,3
E,E01019130,16.183,5.3,5.2,16.183,6,6.0,22552.0,6,3
E,E01014392,16.18,7.5,5.800000000000001,16.18,6,6.0,22554.0,6,3
E,E01029614,16.18,13.4,11.5,16.18,6,6.0,22554.0,6,3
E,E01033058,16.18,9.4,5.7,16.18,6,6.0,22554.0,6,3
E,E01004621,16.179,8.6,5.2,16.179,6,6.0,22556.0,6,3
E,E01032519,16.178,8.0,6.9,16.178,6,6.0,22557.5,6,3
E,E01000726,16.178,8.9,7.7,16.178,6,6.0,22557.5,6,3
E,E01032431,16.177,6.9,5.3,16.177,6,6.0,22560.5,6,3
E,E01003694,16.177,12.7,6.6000000000000005,16.177,6,6.0,22560.5,6,3
E,E01022410,16.177,12.8,9.3,16.177,6,6.0,22560.5,6,3
E,E01016813,16.177,6.2,5.5,16.177,6,6.0,22560.5,6,3
E,E01007692,16.176,8.799999999999999,8.6,16.176,6,6.0,22563.0,6,3
E,E01004745,16.175,9.6,7.199999999999999,16.175,6,6.0,22564.0,6,3
E,E01032780,16.174,6.800000000000001,2.3,16.174,6,6.0,22565.0,6,3
E,E01019888,16.173,10.9,9.3,16.173,6,6.0,22566.5,6,3
E,E01020143,16.173,6.9,5.1,16.173,6,6.0,22566.5,6,3
E,E01032200,16.172,5.8999999999999995,4.1000000000000005,16.172,6,6.0,22568.0,6,3
E,E01000709,16.171,10.5,8.0,16.171,6,6.0,22569.0,6,3
S,S01012506,18.222814137974684,10.0,11.0,16.170872639024154,5,6.0,22570.0,6,3
E,E01023002,16.17,10.299999999999999,9.2,16.17,6,6.0,22571.5,6,3
E,E01016347,16.17,10.5,6.800000000000001,16.17,6,6.0,22571.5,6,3
E,E01029522,16.169,11.3,9.3,16.169,6,6.0,22573.5,6,3
E,E01018399,16.169,10.6,10.100000000000001,16.169,6,6.0,22573.5,6,3
S,S01013250,15.870663348659631,7.0,6.0,16.16749842427101,6,6.0,22575.0,6,3
E,E01032929,16.167,9.5,8.0,16.167,6,6.0,22576.5,6,3
E,E01028850,16.167,5.7,4.7,16.167,6,6.0,22576.5,6,3
E,E01001350,16.166,8.4,7.5,16.166,6,6.0,22578.0,6,3
E,E01008848,16.165,8.0,10.100000000000001,16.165,6,6.0,22579.0,6,3
E,E01030081,16.163,8.6,6.0,16.163,6,6.0,22580.0,6,3
S,S01007288,14.597434120586424,4.0,4.0,16.162877197569856,6,6.0,22581.0,6,3
W,W01001399,12.0,12.0,8.0,16.162609039578257,7,6.0,22582.0,6,3
E,E01020181,16.162,14.299999999999999,11.700000000000001,16.162,6,6.0,22583.0,6,3
E,E01004616,16.16,9.6,5.1,16.16,6,6.0,22584.0,6,3
E,E01029406,16.159,4.3999999999999995,2.6,16.159,6,6.0,22585.0,6,3
S,S01006999,14.417210279315745,5.0,3.0,16.158364312275282,6,6.0,22586.0,6,3
E,E01006503,16.158,6.4,9.9,16.158,6,6.0,22587.0,6,3
E,E01020007,16.157,5.6000000000000005,3.9,16.157,6,6.0,22588.0,6,3
E,E01030061,16.156,13.600000000000001,9.9,16.156,6,6.0,22589.0,6,3
S,S01009954,17.870819953356218,16.0,7.0,16.155943538449094,5,6.0,22590.0,6,3
E,E01012916,16.154,6.800000000000001,5.1,16.154,6,6.0,22592.0,6,3
E,E01031989,16.154,8.6,7.3,16.154,6,6.0,22592.0,6,3
E,E01031514,16.154,5.2,3.2,16.154,6,6.0,22592.0,6,3
E,E01026730,16.153,9.700000000000001,8.4,16.153,6,6.0,22594.0,6,3
W,W01001757,12.8,10.0,4.0,16.152166241289084,7,6.0,22595.0,6,3
S,S01007246,15.492155817806916,5.0,6.0,16.151991365930837,6,6.0,22596.0,6,3
S,S01009569,18.03782943920205,13.0,9.0,16.151821162805533,5,6.0,22597.0,6,3
E,E01023327,16.15,10.2,6.6000000000000005,16.15,6,6.0,22598.5,6,3
E,E01031533,16.15,12.5,8.5,16.15,6,6.0,22598.5,6,3
S,S01006656,17.309312210063485,11.0,8.0,16.149145942100674,5,6.0,22600.0,6,3
W,W01001151,11.5,9.0,9.0,16.14802304672256,8,6.0,22601.0,6,3
E,E01014414,16.148,11.700000000000001,11.4,16.148,6,6.0,22602.0,6,3
E,E01030765,16.147,11.4,9.9,16.147,6,6.0,22603.0,6,3
E,E01022338,16.146,10.7,6.7,16.146,6,6.0,22604.0,6,3
E,E01007062,16.144,9.9,9.2,16.144,6,6.0,22605.0,6,3
S,S01008927,17.303795079766413,11.0,8.0,16.142033194077637,5,6.0,22606.0,6,3
E,E01007468,16.142,5.7,10.0,16.142,6,6.0,22607.0,6,3
S,S01008466,15.850619762395002,7.0,6.0,16.141658001641527,6,6.0,22608.0,6,3
E,E01027483,16.141,4.3,4.0,16.141,6,6.0,22610.0,6,3
E,E01004532,16.141,13.3,8.3,16.141,6,6.0,22610.0,6,3
E,E01030411,16.141,11.0,7.3999999999999995,16.141,6,6.0,22610.0,6,3
E,E01030221,16.14,5.4,6.0,16.14,6,6.0,22612.0,6,3
W,W01001858,12.3,10.0,6.0,16.139090949362124,7,6.0,22613.5,6,3
W,W01000210,12.3,10.0,6.0,16.139090949362124,7,6.0,22613.5,6,3
E,E01017569,16.139,9.4,6.7,16.139,6,6.0,22615.5,6,3
E,E01013302,16.139,8.7,8.1,16.139,6,6.0,22615.5,6,3
S,S01010749,15.304945682570956,6.0,5.0,16.13847166986432,6,6.0,22617.0,6,3
W,W01000430,12.3,7.0,5.0,16.13758024843339,7,6.0,22618.0,6,3
E,E01020858,16.137,9.9,11.0,16.137,6,6.0,22619.5,6,3
E,E01028074,16.137,12.6,7.3,16.137,6,6.0,22619.5,6,3
E,E01024079,16.136,10.5,9.3,16.136,6,6.0,22621.5,6,3
E,E01004485,16.136,11.3,5.2,16.136,6,6.0,22621.5,6,3
S,S01009015,15.12610392222144,7.0,4.0,16.135740579236604,6,6.0,22623.0,6,3
E,E01021205,16.135,6.3,4.9,16.135,6,6.0,22624.0,6,3
E,E01013309,16.134,10.4,8.7,16.134,6,6.0,22625.0,6,3
E,E01001088,16.133,11.899999999999999,7.3999999999999995,16.133,6,6.0,22626.0,6,3
W,W01000346,12.7,6.0,3.0,16.132358849288803,7,6.0,22627.0,6,3
E,E01023606,16.132,12.4,9.1,16.132,6,6.0,22628.0,6,3
S,S01006807,16.20522010057064,9.0,6.0,16.126343631395816,6,6.0,22629.0,6,3
E,E01029640,16.125,6.0,5.6000000000000005,16.125,6,6.0,22630.0,6,3
E,E01028191,16.123,12.5,9.9,16.123,6,6.0,22631.0,6,3
E,E01013606,16.122,10.8,7.8,16.122,6,6.0,22632.0,6,3
W,W01000040,12.2,9.0,6.0,16.120794258290573,7,6.0,22633.0,6,3
E,E01000623,16.12,10.0,5.4,16.12,6,6.0,22634.0,6,3
E,E01023858,16.118,7.1,5.5,16.118,6,6.0,22635.0,6,3
S,S01008910,17.101730390429562,10.0,8.0,16.11776367401896,5,6.0,22636.0,6,3
E,E01000193,16.117,9.0,7.1,16.117,6,6.0,22637.0,6,3
E,E01028289,16.116,7.1,7.5,16.116,6,6.0,22638.0,6,3
E,E01021145,16.115,6.7,6.0,16.115,6,6.0,22639.5,6,3
E,E01006271,16.115,8.200000000000001,9.6,16.115,6,6.0,22639.5,6,3
E,E01014023,16.112,7.6,7.3,16.112,6,6.0,22641.0,6,3
E,E01024530,16.11,5.5,8.0,16.11,6,6.0,22642.0,6,3
E,E01030458,16.109,1.4000000000000001,2.1999999999999997,16.109,6,6.0,22644.0,6,3
E,E01029401,16.109,8.799999999999999,7.3999999999999995,16.109,6,6.0,22644.0,6,3
E,E01001266,16.109,9.1,5.6000000000000005,16.109,6,6.0,22644.0,6,3
E,E01031017,16.108,6.2,4.9,16.108,6,6.0,22646.5,6,3
E,E01003071,16.108,8.7,5.2,16.108,6,6.0,22646.5,6,3
E,E01031950,16.107,2.6,1.9,16.107,6,6.0,22649.0,6,3
E,E01029275,16.107,6.6000000000000005,7.6,16.107,6,6.0,22649.0,6,3
E,E01016556,16.107,11.700000000000001,9.4,16.107,6,6.0,22649.0,6,3
E,E01002692,16.106,10.2,6.5,16.106,6,6.0,22651.0,6,3
E,E01002740,16.104,7.6,5.2,16.104,6,6.0,22652.0,6,3
E,E01029488,16.102,5.2,3.8,16.102,6,6.0,22654.0,6,3
E,E01028795,16.102,6.0,3.5000000000000004,16.102,6,6.0,22654.0,6,3
E,E01026842,16.102,6.3,7.7,16.102,6,6.0,22654.0,6,3
S,S01011671,17.449327954215,10.0,9.0,16.10182208476002,5,6.0,22656.0,6,3
E,E01023414,16.1,10.8,7.8,16.1,6,6.0,22657.5,6,3
E,E01004912,16.1,9.5,8.9,16.1,6,6.0,22657.5,6,3
E,E01014474,16.099,12.4,7.7,16.099,6,6.0,22659.0,6,3
E,E01022211,16.098,10.6,10.2,16.098,6,6.0,22661.0,6,3
E,E01002792,16.098,9.700000000000001,6.0,16.098,6,6.0,22661.0,6,3
E,E01033525,16.098,11.4,7.5,16.098,6,6.0,22661.0,6,3
W,W01000488,12.5,7.0,4.0,16.09727616807444,7,6.0,22663.0,6,3
E,E01009523,16.097,4.5,4.1000000000000005,16.097,6,6.0,22664.0,6,3
S,S01011248,16.901517449982627,9.0,8.0,16.095881449990415,5,6.0,22665.0,6,3
S,S01007371,17.804363821769652,10.0,10.0,16.095470042526514,5,6.0,22666.0,6,3
E,E01021794,16.095,11.899999999999999,5.800000000000001,16.095,6,6.0,22667.0,6,3
S,S01010708,16.534287900484653,7.0,8.0,16.094914095312372,6,6.0,22668.0,6,3
E,E01030570,16.092,7.9,6.4,16.092,6,6.0,22669.0,6,3
E,E01013039,16.091,9.700000000000001,7.6,16.091,6,6.0,22671.0,6,3
E,E01000332,16.091,10.6,7.8,16.091,6,6.0,22671.0,6,3
E,E01023462,16.091,6.6000000000000005,4.9,16.091,6,6.0,22671.0,6,3
E,E01022700,16.089,12.6,9.4,16.089,6,6.0,22673.0,6,3
E,E01020961,16.088,8.7,9.3,16.088,6,6.0,22674.0,6,3
W,W01000979,12.0,13.0,8.0,16.087222278004937,7,6.0,22675.0,6,3
E,E01005861,16.087,9.4,7.7,16.087,6,6.0,22676.0,6,3
E,E01030665,16.086,11.1,6.5,16.086,6,6.0,22677.5,6,3
E,E01007319,16.086,6.0,7.000000000000001,16.086,6,6.0,22677.5,6,3
S,S01012965,16.900080647881776,11.0,7.0,16.085628269634825,5,6.0,22679.0,6,3
S,S01012358,14.902843656700304,6.0,4.0,16.084145477854996,6,6.0,22680.0,6,3
E,E01003394,16.083,11.4,6.1,16.083,6,6.0,22681.5,6,3
E,E01001217,16.083,11.3,6.3,16.083,6,6.0,22681.5,6,3
E,E01022187,16.082,5.3,5.1,16.082,6,6.0,22683.0,6,3
S,S01007222,17.07948182109128,12.0,7.0,16.080679723262236,5,6.0,22684.0,6,3
